hospital_id,district_id,hospital_name,address,pincode,latitude,longitude,mco_contact_number,total_beds,hospital_type,government_subtype
651,19,JAI SHRADDHA MULTISPECIALITY HOSPITAL AND RESEARCH CENTRE PRIVATE LIMITED,07000272 SAONER MAHESHWARI LAYOUT 441107,441107.0,21.305863,78.947739,8237578777.0,30,Corporate,
652,35,JAIN MULTISPECIALITY HOSPITAL,"C-WING, SHREE RAJ ENCLAVE CHSL, NEAR SEVEN SQUARE ACADEMY, Mira Road east %E2%80%93 C-WING, SHREE RAJ ENCLAVE CHSL, NEAR SEVEN SQUARE ACADEMY, Mira Road east %E2%80%93 401107",401107.0,19.1922325,73.0637706,9930811123.0,35,Corporate,
653,16,JAJU HOSPITAL,"DESHPANDE COLONY, AUSA ROAD, OPP VISHWAMITRA HOTEL - 413512",413512.0,19.968664,73.831608,9637820011.0,30,Corporate,
654,35,JAN SEVA MULTISPECIALITY HOSPITAL AND ICCU,DOMBIVALI EAST DAWADI ROAD 421203,421203.0,19.2148889,73.1058889,8691946249.0,16,Corporate,
655,23,JANAI MATERNITY HOSPITAL,"NEAR SUDHIR PATIL HOUSE,Dharashiv, DIC ROAD BARSHI NAKA, near sudhir patil house %E2%80%93 413501",413501.0,18.408779,76.559758,7709445561.0,30,Corporate,
656,28,JANKALYAN HOSPITAL PANDHARPUR,,,17.23956558827751,74.43125957272727,,60,Corporate,
657,22,JAY HARI Multispecicality Hospital,"Mulchand Bhai Gothi Complex, Above Bank of India, Ghoti Budruk, Tal-Igatpuri, Dist-Nashik 422402",422402.0,19.6973226,73.5609291,7303594175.0,30,Corporate,
658,22,JEEVAN HOSPITAL AND RESEARCH CENTER,"MANMAD CHOWFULI, CHANDAN PURI SHIVAR, MALEGAON, MANMAD CHOWFULA, 423212",423212.0,20.48665,74.6149,9960692340.0,50,Corporate,
659,35,JEEVAN JYOTI TRUST HOSPITAL,,,19.295112535714285,73.01962990809524,,39,Corporate,
660,29,JEEVANDHARA HOSPITAL SATARA,"523 A18 B SADAR BAZAR SATARA, KALYANI ESTATE SADAR BAZAAR, NEAR NEW DCC BANK %E2%80%93 415001",415001.0,17.6881944,74.0068333,7972168835.0,30,Corporate,
661,14,"JIIUs Indian Institute of Medical Science & Research Medical college Noor Hospital, Jalna","surve no 52 53 54 55 57,Aurangabad- Jalna Road at Warudi Tq. Badnapur, Dist. Jalna,Aurangabad",431202.0,19.91545,75.69791,9325212833.0,545,Corporate,
662,25,"JIJAMATA HOSPITAL, PIMPRI","TAPOVAN ROAD, NEAR DELUX CHOWK, PIMPRI, OPPOSITE JAI HIND SCHOOL, HAVELI, PUNE-411017",411017.0,18.56578105076228,73.89409255768733,9881161255.0,130,Government,
663,7,JIJAU HOSPITAL,"%C2%A0Mehkar Rd, Sindkhed Raja, Maharashtra 443203",443203.0,19.3669908,76.9671755,,30,Corporate,
664,16,JIVANSHREE HOSPITAL,"262, NEW RENAPUR NAKA LATUR, LATUR NANDED RING ROAD, BEHIND HOTEL SUYAS LOWGDE %E2%80%93 413512",413512.0,19.968664,73.831608,8805558569.0,10,Corporate,
665,36,JIVDANI HOSPITALS PVT. LTD. (ALLIANCE HOSPITAL),"Tulinj, Near Atma Vallabh Society,Nalasopare (E), Palghar-",401209.0,19.4253889,72.8274167,9326475226.0,45,Corporate,
666,9,JMFS ACPM medical college,"SAKRI ROAD DHULE,morane,DHULE",424001.0,20.9254213,74.7395367,9822190303.0,616,Corporate,
667,21,JOSHI HOSPITAL,"Plot no 88/89 JOSHI HOSPITAL, Rupaseth Park, TALODA ROAD %E2%80%93 425412",425412.0,21.3122,74.21885,7498291147.0,20,Corporate,
668,15,JOSHI HOSPITAL & DIALYSIS CENTRE,"23,Datta Colony,Old Pune Benglore Highway,Tararani Chowk,KOLHAPUR",416003.0,16.43108333,74.14144444,9822042785.0,20,Corporate,
669,13,JPC BANK RAMDAS PATIL SMURTI SEVA TRUST RAJE SHREE CHATRAPATI SHAHU MAHARAJ HOSPITAL,"KWAJAMIYA ROAD SHAHU NAGAR,OPP ICICI BANK ,JALGAON",425001.0,20.46428,75.004181,9422209608.0,50,Corporate,
670,17,JSO AND JAGAR MEDICAL CENTRE(SNEHA MANAV FOUNDATION),,,19.446040649122807,72.36373664912281,,5,Corporate,
671,26,JSW Sanjeevani Multi Specialty Hospital,"Wadkal Dharamtar road,Near Dharamtar Police Check Post,Wave,RAIGAD",402107.0,18.7400098,73.1117003,9819645863.0,100,Corporate,
672,15,JYOTIRLING DHARMADAY RUGNALAY AND RESEARCH CENTRE,"87, Ajara Road, Nesari, Gadhinglaj, Kolhapur-416504",416504.0,16.60630039894737,74.30376235873685,9767745842.0,300,Corporate,
673,31,"Jagdale Mama Hospital,Barshi",,,19.019509447565543,74.2110501670412,,300,Corporate,
674,17,Jagjivanram railway Hospital,,,19.446040649122807,72.36373664912281,,361,Government,
675,21,Jai Shree Datta Accident Hospital,"1,Dongargoan Chaufully,Dongargoan Road,",425409.0,21.5455911,74.4683263,9730003875.0,10,Corporate,
676,29,Jai bhagwan Hospital,"SATARA - pandharpur road mhaswad,SATARA pandharpur road,",415508.0,17.824379,74.547139,9763464373.0,30,Corporate,
677,25,Jaihind Super Speciality Hospital,"7 and 8, Pune Nashik Highway Near Hotel Haveli, Bhosari, Sadgurunagar, Haveli, Pune- 411039",411039.0,18.62033333,73.84822222,8999081084.0,51,Corporate,
678,13,"Jalgaon Cancer Care and Radiation Centre, Jalgaon","Bunker Unit No. BU 01, Lower Basement Floor of Nayantara Arcade- City Pride, CS No. 2125/19 & 20, Govinda Chawk, Near Railway Station, Pimprala Road 425001",425001.0,20.46428,75.004181,8380007270.0,10,Corporate,
679,14,Jalna Hospital,"JALNA HOSPITAL,JALNA,AMBAD SQUARE ,JALNA",431203.0,19.84,75.89,9552519051.0,80,Corporate,
680,14,Jalna Mission Hospital,"SURVEY NO 2930 DURGA MATA ROAD?%27,%27HSI131167%27)",431203.0,19.84,75.89,9822063949.0,0,Corporate,
681,15,Janai Multispeciality Hospital & Research Center,"MARKET YARD SANKESHWAR ROAD, GADHINGLAJ, KOLHAPUR-416502",416502.0,16.60630039894737,74.30376235873685,9595353549.0,45,Corporate,
682,15,"Janaki Multispecialty Hospital, Kolhapur","2018/E, RAJARAMPURI, 3RD LANE,  BUS Rout, Kolhapur-",416008.0,16.68958333,74.24847222,9422412513.0,40,Corporate,
683,35,Janki Global Multispeciality Hospital,Chaitanya Palace first floor near anmol garden 100 feet road beside Sai Marriage Hall 421306,421306.0,19.413135,73.364975,9594658153.0,40,Corporate,
684,36,Janseva Hospital,"1st Floor, Dattani Prism-1, behind dattani square mall, papdy,?%20Vasai%20West,%20Maharashtra?%27,%27HSI58745%27)",401205.0,19.72220524782609,72.7479302526087,9172218124.0,60,Corporate,
685,22,Janseva Hospital,"Janseva Hospital, 1,6,7?%20367/387,runwal%20nagar,ugon%20road,NASHIK%27,%27HSI40951%27)",422303.0,20.03655,74.0995,9822425015.0,50,Corporate,
686,25,Janseva foundation govindrao dhapre rural hospital,"Ambi Ranwadi,  Panshet ROAD, Velhe, Pune-412107",412107.0,18.2962729,73.637428,9823011760.0,100,Corporate,
687,13,Jawale Hospital,"2,Near SBI,Jilha peth,Gandhi nagar,Jalgaon,Shree Chitre Marg,JALGAON",425001.0,20.46428,75.004181,9370000380.0,15,Corporate,
688,31,"Jayashree Multispecility Hospital Icu & Accident Care,Madha,Solapur,Pvt","104/1/A, Bemble Rod , Near Shivtej Kirana store, TEMBHURNI, MADHA, Solapur-413211",413211.0,17.984729,75.300401,8830170570.0,30,Corporate,
689,4,Jeevan Amrut Hospital,,,19.944847311671925,75.41925964069401,,30,Corporate,
690,13,Jeevan Jyoti Cancer Hospital,"47, Vivekanand Nagar, Jilha peth,%C2%BF%C2%BFNear Ambedkar Market, Jalgaon",425001.0,20.46428,75.004181,8380007270.0,5,Corporate,
691,4,Jeevandayee Multi Speciality Hospital,,,19.944847311671925,75.41925964069401,,35,Corporate,
692,25,"Jeevanjyoti Hospital, Pune","14, kokane chouk rahatani, haveli, Pune-411017",411017.0,18.56578105076228,73.89409255768733,8237026263.0,110,Corporate,
693,33,Jijau Orthocare Hospital Washim,"Shop No 1 , Leela Suzuki Charkha Complex , Akola Naka , Washim-444505",444505.0,20.17,77.17,8080499820.0,30,Corporate,
694,4,Jilla Hospital,,,19.944847311671925,75.41925964069401,,50,Corporate,
695,35,Jupiter Hospital,"Near Cadbury Junction,Eastern Express Highway,Next to Viviana Mall,Thane",400601.0,19.1993056,72.9793333,9869022833.0,350,Corporate,
696,25,"Jupiter Lifeline Hospitals Ltd,Haveli,Pune,Pvt","Lane 3, Baner - Balewadi Rd, Prathamesh Park, Baner, Pune, Maharashtra-411045",411045.0,18.568623,73.766606,8805238632.0,400,Corporate,
697,28,Jyotirmayee Hopsital,49 Datta Nagar Near Datta Tekadi Kameri Road Islampur Sangli 415409,415409.0,17.02,74.28,9356377565.0,20,Corporate,
698,15,"K STAR MULTISPECIALITY HOSPITAL PVT LTD,Pvt,Kolhapur","762, 6A, NEAR ITI COLLEGE, JAMSANDEKAR NAGAR, SAMBHAJI NAGAR, KARVIR, KOLHAPUR-416007",416007.0,16.66119444,74.20908333,9860934455.0,45,Corporate,
699,18,K.B Bhabha Hospital Bandra (W),,,19.11878330833333,72.87393688666666,,436,Government,MCGM
700,18,K.B Bhabha Hospital Kurla (W),,,19.11878330833333,72.87393688666666,,306,Government,MCGM
701,17,K.J.Somaiya Hospital & Research Centre,,,19.446040649122807,72.36373664912281,,500,Corporate,
702,29,K.N.Gujar Memorial hospital,"OPPOSITE S.T.STAND KARAD,KARAD,SATARA",415110.0,17.6881944,74.0068333,9763999704.0,100,Corporate,
703,28,"KABADE SURGICAL HOSPITAL,Pvt,Sangli,","Opp.Karmaveer Bhaurao Patil Nagari Sah, Pat Sansth, Sangli-Kolhapur Road, Sangli- 416416",416416.0,17.0348056,74.6018333,9822052682.0,50,Corporate,
704,4,KABRA HOSPITAL,,,19.944847311671925,75.41925964069401,,30,Corporate,
705,34,KADU HOSPITAL,"NEAR STATE BANK OF INDIA ,AKHADA ROAD,YAVATMAL?%27,%27HSI69015%27)",445302.0,20.0231944,78.5459444,8275110035.0,20,Corporate,
706,3,KADU ORTHOCARE HOSPITAL,"PARATWADA, CIVIL LINE %E2%80%93 444805",444805.0,20.5364167,76.1811389,7223221095.0,10,Corporate,
707,15,"KAI. GUNDU PATIL CHARITABLE TRUST SANCHALIT SANGOPAN HOSPITAL AND RESEARCH CENTER,NAREWADI,Gadhinglaj,Kolhapur,PVT","603,Gadhinglaj, Kolhapur,Narewadi Halkarni Road,Narewadi Halkarni Road",416506.0,16.60630039894737,74.30376235873685,8208443377.0,40,Corporate,
708,35,KAIZEN SUPER SPECIALTY HOSPITAL,"Ranka Chambers ,Ramchandra Nagar , Nitin Company Junction,Eastern Express Highway, Thane west - 400604",400604.0,19.1860556,72.9577778,9372304908.0,50,Corporate,
709,33,KAKADE CARE AND CRITICAL HOSPITAL,"GULATI LAY OUT, HINGOLI ROAD WASHIM-444505",444505.0,20.17,77.17,9604433212.0,30,Corporate,
710,6,KAKU NANA MEMORIAL HOSPITAL,"NAVGAN PLAZA,AURANGABAD ROAD,OPP HOTEL SAI PALACE, BEED-431122",431122.0,19.839128,75.890447,8149049049.0,70,Corporate,
711,20,KALAWATI HOSPITAL,OPPOSITE KHURANA TRAVELS NEAR UNDERBRIDGE HINGOLI GATE CHOWK NANDED hoseno33873 %E2%80%93 431601,431601.0,20.554431,74.512024,9823299066.0,30,Corporate,
712,35,KALPADEEP HOSPITAL,,,19.295112535714285,73.01962990809524,,45,Corporate,
713,13,KALPANA HOSPITAL,"1,1565,NH6,BESIDE ERANDOL POLICE STTION,JALGAON",425109.0,20.91755,75.33195,7020328595.0,35,Corporate,
714,35,KALPATARU MULTISPECIALITY HOSPITAL,2nd 3rd Floor  KALYAN  STATION ROAD  BAIL BAZAR CHOWK  421301,421301.0,19.5353,76.1449,9405680978.0,100,Corporate,
715,28,"KAMAL ORTHOPEDIC CENTRE, JATH MULTISPECIALTY HOSPITAL","523, SATARA ROAD , JATH",416404.0,17.13,75.22,9822338014.0,30,Corporate,
716,15,"KAMATE MULTISPECIALITY HOSPITAL AND RESEARCH CENTER,KOLHAPUR,PVT","CHURCH ROAD GADHINGLAJ,CHURCH ROAD,GADHINGLAJ",416502.0,16.60630039894737,74.30376235873685,8180025339.0,30,Corporate,
717,1,KANAWADE HOSPITAL,"Plot No. 72, RAJAPUR ROAD, Sangamner %E2%80%93 422605",422605.0,19.612829,74.101239,9112377888.0,35,Corporate,
718,6,KARAD HOSPITAL,PARLI VAIJNATH NEAR BUS STAND,431515.0,18.731619,76.631885,9422240866.0,50,Corporate,
719,32,KATARIYA HOSPITAL,"NEAR MAHAVIR BHAVAN, GURUNANAK WARD, COURT ROAD, MAHAVIR BHAWAN, 442301",442301.0,20.554451,78.836183,9422844943.0,24,Corporate,
720,1,KATE MULTISPECIALITY HOSPITAL,"21- DHOLEWADI, AKOLA SANGAMNER ROAD, BEHIND GRAPS HOTEL- 412605",412605.0,19.26543469320783,74.63757631228916,9860009965.0,50,Corporate,
721,7,KATKAR MULTISPECIALITY HOSPITAL AND TRAUMA CARE CENTRE,"49, BEHIND BUS STAND, MAHATMA PHULE SCHOOL, 443001",443001.0,20.5336389,76.1794722,7276855281.0,35,Corporate,
722,20,KATRUWAR ACCIDENT AND MATERNITY HOSPITAL,DOCTOR LANE NANDED   431601,431601.0,20.554431,74.512024,9422172320.0,20,Corporate,
723,35,KDMC Dialysis Center Tisgoan,"Vegetable Market, Near Yashwant Chhatra Bunglow, Vijaynagar Amrai,Kalyan ?%27,%27HSI86878%27)",421306.0,19.413135,73.364975,9867424007.0,10,Government,
724,35,"KDMC, Dialysis Center Thakurli East","KDMC Health Center, near Vegetable Market, Thakurli, Chole Gaon, Dombivli, Maharashtra 421201",421201.0,19.2167,73.0833,9820657744.0,10,Government,
725,17,"KEM Hospital, Parel",,,19.446040649122807,72.36373664912281,,2288,Government,MCGM
726,9,"KESHARANAND MULTISPECIALITY HOSPITAL, ?DHULE","220/A, 6,STATION ROAD,RAILWAY STATION,DHULE",424001.0,20.9254213,74.7395367,8551894444.0,50,Corporate,
727,6,KESONA ACCIDENT HOSPITAL,SKH MEDICAL COLLEGE CAMPUS VIDYANAGAR WEST KSK COLLEGE ROAD BEED 431122,431122.0,19.839128,75.890447,9158915555.0,20,Corporate,
728,13,KHADKE HOSPITAL AND HEALTHCARE PVT LTD,"470/29,M J COLLEGE ROAD ,BHASKAR MARKET JALGAON",425001.0,20.46428,75.004181,9373385980.0,30,Corporate,
729,33,KHANDESHWAR HOSPITAL,AT DHANORA TQ MANGRULPIR DIST WASHIM - 444105,444105.0,20.57,77.6,9420106141.0,25,Corporate,
730,13,KHELWADE CHILDRENS HOSPITAL,1 JALGAON PRATAP NAGAR OPP. SWAMI SAMARTH TEMPLE 425001,425001.0,20.46428,75.004181,8055369800.0,30,Corporate,
731,3,KHERDE BALRUGNALAY,"APPROACH?%20ROAD,ABOVE?%20KHAMGAON?%20BANK,WARUD%27,%27HSI78568%27)",444906.0,21.38,78.26,9049661205.0,20,Corporate,
732,29,KIRAN HOSPITAL DAHIVADI,NEAR ST STAND DAHIWADI MAN  SATARA %C2%BF 415508,415508.0,17.824379,74.547139,8446563040.0,30,Corporate,
733,15,KLES DR PRABHAKAR KORE HOSPITAL & MRC,"NEHRU NAGAR,NEAR KEB,BELGAUM,KOLHAPUR",590010.0,15.91,74.52,9481739597.0,2000,Corporate,
734,29,KMRFs NIKOP HOSPITAL,"9,10 , Ring Road, Nikop - 415523",415523.0,17.9844577,74.4360354,9822037374.0,102,Corporate,
735,2,"KOKILABEN DHIRUBHAI AMBANI HOSPITAL, CANCER CENTER ( UNIT OF MALTI VASANT HEART TRUST)","01 Infield Gut No 91/1 91/2,Ridhora,NH6 Balapur Road,Balapur,AKOLA",444302.0,20.65,76.91,9769875849.0,10,Corporate,
736,11,"KOKILABEN DHIRUBHAI AMBANI HOSPITAL, CANCER CENTER ,GONDIA","01 Infield Gut No 160/1 160/2,Village Dawwa Taluka Goregaon,Goregaon Road,Near HP Petrol Pump,GONDIYA",441801.0,21.299354,80.307383,9769875849.0,10,Corporate,
737,29,"KOLEKAR HOSPITAL , KARAD","422-B,SHANIWAR PETH,BEHIND ICICI BANK,SATARA",415110.0,17.6881944,74.0068333,9225211777.0,51,Corporate,
738,18,KOSMOPOLITAN CHARITABLE DIALYSIS AND DAY CARECENTER,,,19.11878330833333,72.87393688666666,,11,Corporate,
739,7,KOTHARI HOSPITAL CHIKHALI,"Main Road Chikhali,Opp ZP ground,BULDHANA",443201.0,20.229725,76.239946,8308842834.0,30,Corporate,
740,15,KPC multispecialty hospital PVT LTD,"1971,C Ward,Maharana Pratap Chowk,KOLHAPUR,",416002.0,16.60630039894737,74.30376235873685,9833550644.0,47,Corporate,
741,13,KRISHNA CHILDRENS HOSPITAL AND CRITICAL CARE CENTRE,TP NO 168/5B GANESH COLONY DHULE ROAD NEAR OSWAL ENT HOSPITAL 425401,425401.0,21.042874,75.061464,8626028873.0,15,Corporate,
742,13,KRISHNA CHILDRENS NICU HOSPITAL,"Krushna kunj near pandurang takiles jamner road Bhusawal, Jamner road,425201",425201.0,20.76134140182927,74.84583924085365,8007722277.0,25,Corporate,
743,16,KRISHNA HOSPITAL,"SHYAM NAGAR LATUR 413512?%27,%27HSI29538%27)",413512.0,19.968664,73.831608,9823028566.0,30,Corporate,
744,15,KRISHNA HOSPITAL,"PLOT NO.5, R.S.NO.740/2, A WARD, SAMBHAJI NAGAR, KOLHAPUR-416012",416012.0,16.41294444,74.13072222,9822255275.0,33,Corporate,
745,19,KRISHNA MULTISPECIALITY HOSPITAL & NURSING HOME,"MAIN ROAD,OPP.KRISHI MANDI,Saoner , Nagpur %E2%80%93 441107",441107.0,21.305863,78.947739,9225217784.0,50,Corporate,
746,29,KRUSHNAI ICU MULTISPECIALITY HOSPITAL,"8 & 9,VADUJ,DAHIWADI ROAD,SATARA",415506.0,17.8150193,74.0894838,8080795381.0,30,Corporate,
747,20,KSHITIJ MULTISPECIALITY HOSPITAL,"Plot No. 34, SHIVAJI NAGAR, WADIA FACTORY AREA, - 431601",431601.0,20.554431,74.512024,9960053317.0,35,Corporate,
748,6,KUSUM HOSPITAL ORTHOPEDIC TRAUMA CARE CENTER,DP ROAD   Adarsh Nagar Beed   Beed  431122,431122.0,19.839128,75.890447,9527795766.0,20,Corporate,
749,1,KUTE HOSPITAL AND LAPROSCOPY CENTRE,"149,SANGAMNER,40 FEET DP ROAD,TAJANE MALA,Ahmadnagar",422605.0,19.612829,74.101239,9922140353.0,35,Corporate,
750,9,KVTRCOLLEGE AND LILAI HOSPITAL BORADI,"KVTR COLLEGE, LILAI HOSPITAL, TAL SHIRPUR,DIST DHULE BORADI , - 425428",425428.0,20.9292,73.991,9422815205.0,100,Corporate,
751,34,Kadam multispeciality Hospital And Diagnostic Centre,"Pusad , Opp Tv Centre , 445204",445204.0,19.9088611,77.5718055,9422166043.0,40,Corporate,
752,22,"Kai Vithalrao Govind kele Camp ( Modular Cantener) hospital, Malegaon","Malegaon Camp,Nashik - 423105",423105.0,20.5499429,74.528744,9823284759.0,100,Government,
753,20,Kakandikar Multispeciality Hospital,Hingoli Gate Nanded %E2%80%93 431602,431602.0,19.2,77.4,9130481458.0,50,Corporate,
754,14,Kalawati Superspeciality Hospital,"Plot No. 1 rishipark Ambad Chaufully , Jalna - 431203",431203.0,19.84,75.89,9890468658.0,80,Corporate,
755,35,Kalyan Cancer Centre,"VILLAGE BAPGAON,KALYAN-PADGHA ROAD,BAPGAON,",421302.0,19.2103751,73.0464259,9225123445.0,20,Corporate,
756,31,"Kalyanraoji Bhatlawande Balrugnalaya ICU Centre,BARSHI","651/2/1/19+20,Chatrpati Colony,Kurduwadi Road,Near Dr.Deshpande Hospital,SOLAPUR",413411.0,17.5151667,75.4466667,9763983635.0,35,Corporate,
757,13,Kamal Hospital & Maternity Home JAMNER,"85,Shivaji Nagar,Jalgaon Road,Market Committee,JALGAON",424206.0,20.76134140182927,74.84583924085365,9423188285.0,30,Corporate,
758,31,"Kamal Medicare Cancer And Superspeciality Centre,Solapur North,Solapur,Pvt","S. No. 153-4-A-1, Hissa No. 2, GANDHI NAGAR, AKKALKOT ROAD, SOLAPUR NORTH, SOLAPUR-413005",413005.0,17.6816944,75.9273056,7840924365.0,35,Corporate,
759,28,"Kamala Accident & Orthopedic Hospital, Palus","2420,near new st stand, Palus, Tal--palus, near bharat gas, ,vidyanagar, palus",416310.0,17.13,74.48,9890394929.0,30,Corporate,
760,25,Kamla Nehru Hospital Pune,"2nd floor,Kamla Neharu Hospital,Mangalwar peth,PUNE?%27,%27HSI54627%27)",411011.0,18.52025,73.8599167,9970735430.0,350,Government,
761,33,Kanade Bal Rugnalaya,"Hingoli Road,Washim",444505.0,20.17,77.17,9850383497.0,35,Corporate,
762,13,Kantai Netralaya ( A unit of Bhavarlal & Kantabai Jain Multipurpose foundation ),"17,NIMKHEDI ROAD,OLD JAIN PIPE,JALGAON",425001.0,20.46428,75.004181,7276007707.0,30,Corporate,
763,22,Karuna Hospital Manmad,"174/1,174/2,manmad,yeola road,NASHIK",423104.0,20.329959,74.243788,9881562284.0,80,Corporate,
764,32,Kasturba Hospital,"Sewagram-wardha Road  Sewagram Road, Wardha?%27,%27HSI1130%27)",442102.0,20.72845,78.71,8275094721.0,972,Government,
765,35,"Kaulcity Hospital and Dialysis Unit, Vasai West",,,19.295112535714285,73.01962990809524,,45,Government,
766,24,"Kaushalya Kidney Care And Superspeciality Hospital,Parbhani,Pvt","Beside Somani colour home, New doctor lane, Parbhani-431401",431401.0,19.269567,76.774114,8766616709.0,20,Corporate,
767,22,Kekan Hospital,"Lokmanya Nagar,Gangapur Road %E2%80%93 422002",422002.0,20.00505,73.83675,7058377939.0,15,Corporate,
768,28,"Khambalkar Super Speciality Hospital,Sangli,Pvt","MPSC BANK, PALUS ROAD, SAWANTPUR VASAHAT, SANGLI- 416308",416308.0,17.1,17.1,8803363738.0,30,Corporate,
769,16,Khandade Superspeciality Hoapital,"Opposite Old collector office, sambhaji Nagar, old railway line, Shivaji Chowk, Latur %E2%80%93 413512",413512.0,19.968664,73.831608,7972645216.0,15,Corporate,
770,31,"Khandagale Multispeciality Hospital,Sangola,Solapur,Pvt","6534 KADALAS ROAD, VISHWADIP PLAZA, SANGOLA, Solapur-413307",413307.0,17.405468,75.136661,7741807957.0,30,Corporate,
771,9,Khandesh Cancer Centre,"4903,NEAR GOVT. COLLEGE,SURAT BYPASS ROAD,",424001.0,20.9254213,74.7395367,8623072786.0,105,Corporate,
772,25,"Khavte Accident & Ortho Hospital,Daund,Pune,Pvt","Lingali Road, Daund, Near New Court, Pune- 413801",413801.0,18.46141,74.56485,8390477870.0,30,Corporate,
773,13,Khushi hospital,35 Pratap Nagar near maharana pratap scool 425001,425001.0,20.46428,75.004181,9225306774.0,20,Corporate,
774,19,Kimaya Multispeciality Hospital,"Adarsh Colony,Ramtek,Sitalwadi,Opposite Ramtek Railway Station,NAGPUR",441106.0,11.984557,75.380936,9422108258.0,25,Corporate,
775,13,Kochar Hospital,"Akashwani Chowk, Opp. National highway no 6, Vidya Nagar, 425001",425001.0,20.46428,75.004181,9422771012.0,30,Corporate,
776,25,Kohakade Superspeciality Hospital,"karegaon pune, pune nagar road, Pune-412220",412220.0,18.65,74.15,7767019670.0,30,Corporate,
777,31,"Kokilaben Dhirubhai Ambani Hospital, Cancer Center","SOLAPUR KUMBARI ROD 1,SOLAPUR",413004.0,17.6314722,75.9046944,9028899619.0,10,Corporate,
778,15,Kolhapur Cancer Centre Hospital Pvt Ltd,"R.S.NO 238,GOKUL SHIRGAON,BEHIND ORANGE DHABA,OPP MAYUR PETROL PUMP,KOLHAPUR",416234.0,16.60630039894737,74.30376235873685,9850046368.0,50,Corporate,
779,15,Kolhapur Institute of Orthopaedics and Trauma,"204kh,Kolhapur,Station Road,Near Hotel Tousist,KOLHAPUR",416001.0,16.60630039894737,74.30376235873685,9822058284.0,60,Corporate,
780,15,"Kolhapur Orthopedic Center And Nursing Home,Karvir,Kolhapur,Pvt.","180 B, HARIMANDIR ROAD, DUDHOLI, RANKALA STAND, Kolhapur-416012",416012.0,16.41294444,74.13072222,9822212070.0,30,Corporate,
781,7,Kolte Hospital,"Jawaharlal Nehru nagar,Near Sub District Hospital,Chalis Bigha,BULDHANA",443101.0,20.7078,76.2097508,9422180688.0,30,Corporate,
782,30,Konkan Cancer and Multispeciality Hospital,"Plot No. X57, MIDC, kudal, Sindhudurg %E2%80%93 416528",416528.0,15.9789217,73.7049573,7588783924.0,30,Corporate,
783,17,"Krantijyoti Savitribai Phule Hospital,Borivali, Mumbai",,,19.446040649122807,72.36373664912281,,30,Government,
784,25,"Krantijyoti savitribai phule Talera hospital chinchwad,Haveli,Pune,Govt","Chinchwad, Haveli, Pune-411033",411033.0,18.56578105076228,73.89409255768733,7020632420.0,80,Government,
785,17,Krantiveer Mahatma Jyotiba Phule Hospital,,,19.446040649122807,72.36373664912281,,100,Government,
786,23,Krishna Hospital,"Dhoki Road Diksal,OSMANABAD",413507.0,18.571699,76.017708,8888087002.0,30,Corporate,
787,29,"Krishna Hospital and Medical Research Centre, Karad","144/B Near Dhebewadi Road Malkapur,SATARA",415539.0,17.286508,74.18142,9673420441.0,945,Corporate,
788,34,Krishna Orthopaedic Care,"Opposite Zilla Parishad,445001",445001.0,20.4131111,78.1337777,9404192948.0,20,Corporate,
789,22,Krishnaee Multispeciality Hospital,"Saraswati Complex ,Beside Dutta Manidr ,Vinchur Road , Lasalgaon, Nashik - 422306",422306.0,19.9568914,73.9036397,9822462700.0,30,Corporate,
790,28,"Krishnamai Multispeciality Hospital,Walwa,Sangli,Pvt","Astha, Dudhgaon Road, Walwa, Sangli-416301",416301.0,16.95,74.43,9890772001.0,27,Corporate,
791,4,Krupamayi Hospitals,,,19.944847311671925,75.41925964069401,,52,Corporate,
792,15,Kudalkar Hospital,"121/1,NEAR POLICE STATION, PETH VADGAON,HATKANANGALE ROAD,BEHIND DR.BHARATI HOSPITAL,KOLHAPUR",416112.0,16.60630039894737,74.30376235873685,9422582760.0,50,Corporate,
793,25,Kulkarni Medical Foundation Pyramid Hospital,"2611/A,Daund,Kurkumbh Road,Sahakar Chowk,PUNE",413801.0,18.46141,74.56485,9422312145.0,100,Corporate,
794,28,"Kullolli Institute Of Health Services, Sangli","C Road Raghunandan Colony,Vishrambag,",416415.0,16.91,74.52,9423273619.0,75,Corporate,
795,28,"Kumbhar Accident & Orthopedic Hospital, Miraj","340,Near City Bus Stand,Shivaji Road,Miraj Tal-Miraj,Dis-Sangli",416410.0,17.0348056,74.6018333,9850380501.0,50,Corporate,
796,4,LAGHANE MULTISPECIALITY HOSPITAL PRIVATE LIMITED,,,19.944847311671925,75.41925964069401,,49,Corporate,
797,5,LAKSH HOSPITAL BHANDARA,"NAGPUR ROAD,BHANDARA,TAKIYA WARD, BHANDARA,",441904.0,21.1630556,79.6558056,7507187035.0,50,Corporate,
798,4,LAMBODAR HOSPITAL,,,19.944847311671925,75.41925964069401,,30,Corporate,
799,19,LATA MANGESHKAR HOSPITAL,"5,SITABULDI NAGPUR,MAHARAJBAG ROAD,NEAR CINEMAX,NAGPUR",440001.0,21.15219444,79.06916667,9765556640.0,860,Corporate,
800,2,LATE GOVARDHANRAO BAYASKAR MEMORIAL HOSPITAL,"Plot No. 01, MURTIZAPUR, NEW D.P. ROAD, BEHIND ASHIRWAD LAWN, ASHIRWAD NAGAR %E2%80%93 444107",444107.0,20.71,77.39,8830535545.0,30,Corporate,
